Included,Name,Label,Last EVS,Last WVS,
0,v002a,Mothers country of birth - ISO 3166-1 code,EVS 2008 ,#N/A,
0,v003,Lived with parents at the age of 14,EVS 2008 ,#N/A,
0,v004a,Educational level father [mother]: ISCED-code one digit,EVS 2008 ,#N/A,
0,v004b,Educational level father [mother]: ISCED-code two digits,EVS 2008 ,#N/A,
0,v004c,Educational level father [mother]: ISCED-code three digits,EVS 2008 ,#N/A,
0,v004d,Country specific: Educational level father [mother],EVS 2008 ,#N/A,
0,v005,Father/mother employed at respondents age of 14,EVS 2008 ,#N/A,
0,v006,Job profession/industry father/mother (4 digit isco88),#N/A,#N/A,
0,v007a,Occupational status father/mother - SIOPS,EVS 2008 ,#N/A,
0,v007b,Occupational status father/mother - ISEI,EVS 2008 ,#N/A,
0,v007c,Occupational status father/mother - European ESeC,EVS 2008 ,#N/A,
0,v007d,Occupational status father/mother - egp11,EVS 2008 ,#N/A,
0,v008,Father/mother had how many employees,EVS 2008 ,#N/A,
0,v009,Did father/mother supervise someone,EVS 2008 ,#N/A,
0,v010,How many people did she/he supervise,EVS 2008 ,#N/A,
0,v011,Mother liked to read books,EVS 2008 ,#N/A,
0,v012,Discussed politics with mother,EVS 2008 ,#N/A,
0,v013,Mother liked to follow the news,EVS 2008 ,#N/A,
0,v014,Parent(s) had problems making ends meet,EVS 2008 ,#N/A,
0,v015,Father liked to read books,EVS 2008 ,#N/A,
0,v016,Discussed politics with father,EVS 2008 ,#N/A,
0,v017,Father liked to follow the news,EVS 2008 ,#N/A,
0,v018,Parent(s) had problems replacing broken things,EVS 2008 ,#N/A,
9,,Socio-demographics,#N/A,#N/A,
1,X001,Sex,EVS 2008 ,WVS6 (2010-2012),
1,X002,Year of birth,EVS 2008 ,WVS6 (2010-2012),
0,x002_01,Having [countrys] nationality,EVS 2008 ,#N/A,
0,x002_01a,Respondents nationality - ISO 3166-1 code,EVS 2008 ,#N/A,
0,x002_02,Respondent born in [country],EVS 2008 ,#N/A,
0,x002_02a,Respondents country of birth - ISO 3166-1 code,EVS 2008 ,#N/A,
0,x002_03,Year in which respondent came to live in [country],EVS 2008 ,#N/A,
1,X003,Age,EVS 2008 ,WVS6 (2010-2012),
0,X003R,Age recoded,EVS 2008 ,#N/A,
0,X003R2,Age recoded (3 intervals),EVS 2008 ,#N/A,
0,X004,Stable relationship,EVS 2008 ,#N/A,
0,X005,Legally married to partner,EVS 1999  ,#N/A,
0,X006,Stable relationship before,EVS 2008 ,#N/A,
0,x006_01,Married to this partner or in registered partnership,EVS 2008 ,#N/A,
0,x006_02,Lived with this partner before marriage/registration of partnership,EVS 2008 ,#N/A,
0,X007,Marital status,EVS 2008 ,WVS6 (2010-2012),
0,x007_01,Lived with partner before marriage,EVS 2008 ,#N/A,
0,x007_02,Living with partner,EVS 2008 ,#N/A,
0,X008,Have you been married before,EVS 1990        ,#N/A,
0,X009,Been divorced,EVS 1999  ,#N/A,
0,x009_01,End of relationship because of separation or partners death,EVS 2008 ,#N/A,
0,X010,Where r lived after married,#N/A,#N/A,
1,X011,How many children do you have,EVS 1999  ,WVS6 (2010-2012),
0,x011_01,How many children do you have - deceased children not included,EVS 2008 ,#N/A,
0,x011_02,Year in which firstborn child was born,EVS 2008 ,#N/A,
0,X011A,Have you had any children,EVS 1981             ,#N/A,
0,X012,How many are still living at home,EVS 1990        ,#N/A,
0,X013,Number of people in household,EVS 1981             ,#N/A,
0,X014,Number of people in household of 18+,EVS 1999  ,#N/A,
0,X015,Number of people in household aged 13-17,EVS 1999  ,#N/A,
0,X016,Number of people in household aged 5-12,EVS 1999  ,#N/A,
0,X017,Number of people in household under age of 5,EVS 1999  ,#N/A,
0,X018,Number of people in household aged 16-17,EVS 1981             ,#N/A,
0,X019,Number of people in household aged 11-15,EVS 1981             ,#N/A,
0,X020,Number of people in household aged 5-10,EVS 1981             ,#N/A,
0,X021,Number of people in household aged 1-4,EVS 1981             ,#N/A,
0,X022,Number of people in household under age of 1,EVS 1981             ,#N/A,
0,x022_01,"Living in household: partner, husband or wife",EVS 2008 ,#N/A,
0,x022_02a,Living in household: children,EVS 2008 ,#N/A,
0,x022_02b,Living in household: number of children,EVS 2008 ,#N/A,
0,x022_03a,Living in household: parents,EVS 2008 ,#N/A,
0,x022_03b,Living in household: number of parents,EVS 2008 ,#N/A,
0,x022_04a,Living in household: grandparents,EVS 2008 ,#N/A,
0,x022_04b,Living in household: number of grandparents,EVS 2008 ,#N/A,
0,x022_05a,Living in household: relatives,EVS 2008 ,#N/A,
0,x022_05b,Living in household: number of relatives,EVS 2008 ,#N/A,
0,x022_06a,Living in household: non relatives,EVS 2008 ,#N/A,
0,x022_06b,Living in household: number of non relatives,EVS 2008 ,#N/A,
1,X023,What age did you complete your education,EVS 2008 ,WVS6 (2010-2012),
0,X023R,What age did you complete your education (recoded in intervals),EVS 2008 ,#N/A,
0,X024,Had formal education,EVS 1999  ,#N/A,
0,X024B,Respondent - literate,#N/A,#N/A,
1,X025,Highest educational level attained,EVS 2008 ,WVS6 (2010-2012),
0,x025a,Educational level respondent: ISCED- code one digit,EVS 2008 ,#N/A,
0,x025b,Educational level respondent: ISCED-code two digits,EVS 2008 ,#N/A,
0,x025c,Educational level respondent: ISCED-code three digits,EVS 2008 ,#N/A,
0,X025CS,Education (country specific),EVS 2008 ,WVS6 (2010-2012),
0,X025R,Education level (recoded),EVS 2008 ,#N/A,
0,X025LIT,Was the respondent literate,#N/A,WVS6 (2010-2012),
1,X026,Do you live with your parents,EVS 1999  ,WVS6 (2010-2012),
0,X027,House or apartment,EVS 1981             ,#N/A,
1,X028,Employment status,EVS 2008 ,WVS6 (2010-2012),
0,x028_01,Employment/self-employment: last job,EVS 2008 ,#N/A,
0,X029,Chief wage earner employed now,EVS 1981             ,#N/A,
0,X030,Do you own your home or rent it,EVS 1981             ,#N/A,
0,X031,Are you supervising someone,EVS 2008 ,WVS6 (2010-2012),
0,X032,Number of supervised people,EVS 1999  ,#N/A,
0,X032R,Number of supervised people (recoded),EVS 1999  ,#N/A,
0,x032r_01,"Number of supervised people, 3 cat",EVS 2008 ,#N/A,
0,X033,Number of others working in the organization,EVS 1999  ,#N/A,
0,X033R,Number of others working in the organization (recoded),EVS 1999  ,#N/A,
0,X034,Number of employees,EVS 1999  ,#N/A,
0,X034R,Number of employees (recoded),EVS 1999  ,#N/A,
0,x034r_01,"Number of employees, 4 cat",EVS 2008 ,#N/A,
0,X035_2,Job profession/industry (2 digit isco88),EVS 2008 ,#N/A,
0,X035_3,Job profession/industry (3 digit isco88),EVS 2008 ,#N/A,
0,X035_4,Job profession/industry (4 digit isco88),EVS 2008 ,#N/A,
1,X036,Profession/job,EVS 1999  ,WVS6 (2010-2012),
0,x036a,Occupational status respondent - SIOPS,EVS 2008 ,#N/A,
0,x036b,Occupational status respondent - ISEI,EVS 2008 ,#N/A,
0,x036c,Occupational status respondent - egp11,EVS 2008 ,#N/A,
0,x036d,Occupational status respondent - European ESeC,EVS 2008 ,#N/A,
0,X037,How long unemployed,EVS 1999  ,#N/A,
0,x037_01,Respondent experienced unemployment longer than 3 months,EVS 2008 ,#N/A,
0,x037_02,Dependency on social security during last 5 years respondent,EVS 2008 ,#N/A,
0,X038,How many people work in your department-organization,EVS 1981             ,#N/A,
0,X039,Do you or your spouse belong to a labour union,EVS 1981             ,#N/A,
0,X040,Are you the chief wage earner in your house,EVS 1999  ,WVS6 (2010-2012),
0,X041,Is the chief wage earner employed now,EVS 1999  ,WVS6 (2010-2012),
0,X042_2,Profession/industry (2 digit isco88),EVS 1999  ,#N/A,
0,X042_3,Profession/industry (3 digit isco88),EVS 1999  ,#N/A,
0,X042_4,Profession/industry (4 digit isco88),EVS 1999  ,#N/A,
0,X043,Chief wage earner profession/job,EVS 1999  ,#N/A,
0,X044,Family savings during past year,EVS 1999  ,WVS6 (2010-2012),
1,X045,Social class (subjective),EVS 1999  ,WVS6 (2010-2012),
0,X045B,Social class (subjective) with 6 categories,#N/A,#N/A,
0,X046,Socio-economic status of respondent,EVS 1999  ,#N/A,
1,X047,Scale of incomes,EVS 1999  ,WVS6 (2010-2012),
0,x047a,Weekly household income,EVS 2008 ,#N/A,
0,x047a_01,Country specific: Weekly household income,EVS 2008 ,#N/A,
0,x047b,Monthly household income,EVS 2008 ,#N/A,
0,x047b_01,Country specific:Monthly household income,EVS 2008 ,#N/A,
0,x047c,Annual household income,EVS 2008 ,#N/A,
0,x047c_01,Country specific: Annual household income,EVS 2008 ,#N/A,
0,X047CS,Income (country specific),EVS 1999  ,#N/A,
0,x047d,"Monthly household income (x1000), corrected for ppp in euros",EVS 2008 ,#N/A,
0,X047R,Income level,EVS 2008 ,#N/A,
1,X048,Region where the interview was conducted,EVS 1999  ,WVS6 (2010-2012),
1,X048WVS,Region where the interview was conducted - WVS,,,
0,x048a,Region: NUTS-1 code,EVS 2008 ,#N/A,
0,x048b,Region: NUTS-2 code,EVS 2008 ,#N/A,
0,x048c,Region: NUTS-3 code,EVS 2008 ,#N/A,
0,x048d,Region at age 14: country,EVS 2008 ,#N/A,
0,x048e,Region at age 14: NUTS-1 code,EVS 2008 ,#N/A,
0,x048f,Region at age 14: NUTS-2 code,EVS 2008 ,#N/A,
0,x048g,Region at age 14: NUTS-3 code,EVS 2008 ,#N/A,
1,X049,Size of town,EVS 2008 ,WVS6 (2010-2012),
0,X049CS,Size of town (country specific),EVS 1990        ,WVS6 (2010-2012),
0,X050,Type of habitat,EVS 1981             ,#N/A,
1,X051,Ethnic group,EVS 1981             ,WVS6 (2010-2012),
1,X052,Institution of occupation,#N/A,WVS6 (2010-2012),
1,X053,Nature of tasks: manual vs. Cognitive,#N/A,WVS6 (2010-2012),
0,X054,Nature of tasks: routine vs. Creative,#N/A,WVS6 (2010-2012),
0,X055,Nature of tasks: independence,#N/A,WVS6 (2010-2012),
9,,Special Indexes,#N/A,#N/A,
0,Y001,Post-Materialist index 12-item,EVS 1999  ,WVS6 (2010-2012),
0,Y002,Post-Materialist index 4-item,EVS 2008 ,WVS6 (2010-2012),
0,Y003,Autonomy Index,#N/A,WVS6 (2010-2012),
9,,Sylatech module,#N/A,#N/A,
0,ZMEN_001,"Approximately, total hours a month were you active in voluntary organizations",#N/A,WVS6 (2010-2012),
0,ZMEN_002,Most people view those between the ages of 18 to 29: as friendly,#N/A,WVS6 (2010-2012),
0,ZMEN_003,Most people view those between the ages of 18 to 29: as competent,#N/A,WVS6 (2010-2012),
0,ZMEN_004,Most people view those between the ages of 18 to 29: with respect,#N/A,WVS6 (2010-2012),
0,ZMEN_005,"In the city or area where you live, satisfaction with quality of: The public transportation systems",#N/A,WVS6 (2010-2012),
0,ZMEN_006,"In the city or area where you live, satisfaction with quality of: The roads and highways",#N/A,WVS6 (2010-2012),
0,ZMEN_007,"In the city or area where you live, satisfaction with the quality: The schools",#N/A,WVS6 (2010-2012),
0,ZMEN_008,"In the city or area where you live, satisfaction with the quality of: The quality of air",#N/A,WVS6 (2010-2012),
0,ZMEN_009,"In the city or area where you live, satisfaction with the quality of: The quality of water",#N/A,WVS6 (2010-2012),
1,ZMEN_010,"In the city or area where you live, satisfaction with the quality of: The quality of health care",#N/A,WVS6 (2010-2012),
0,ZMEN_011,"In the city or area where you live, satisfaction with the quality of: The quality of housing",#N/A,WVS6 (2010-2012),
0,ZMEN_012,"In the city or area where you live, satisfaction with the quality of: The beauty or physical setting",#N/A,WVS6 (2010-2012),
0,ZMEN_013,Satisfaction with: salary and benefits of your current primary job,#N/A,WVS6 (2010-2012),
0,ZMEN_014,Satisfaction with: opportunities for professional development and promotion in your current primary job,#N/A,WVS6 (2010-2012),
0,ZMEN_015,Own business or have taken tangible steps to start a business during past 12 months,#N/A,WVS6 (2010-2012),
0,ZMEN_016,"Over the past year, did you or a member of your family living with you borrow money",#N/A,WVS6 (2010-2012),
0,ZMEN_017,Borrow from any of the following places: Microfinance Institution,#N/A,WVS6 (2010-2012),
0,ZMEN_018,Borrow money from any of the following places: Commercial Bank,#N/A,WVS6 (2010-2012),
0,ZMEN_019,Borrow money from any of the following places:  Public Bank,#N/A,WVS6 (2010-2012),
0,ZMEN_020,Borrow money from any of the following places:  Friends or Family,#N/A,WVS6 (2010-2012),
0,ZMEN_021,Borrow money from any of the following places: Informal Savings & Lending Association,#N/A,WVS6 (2010-2012),
0,ZMEN_022,Borrow money from any of the following places: Credit Supplier,#N/A,WVS6 (2010-2012),
0,ZMEN_023,Borrow money from any of the following places: Other,#N/A,WVS6 (2010-2012),
0,ZMEN_024,The loan used for: Starting or Growing a Business,#N/A,WVS6 (2010-2012),
0,ZMEN_025,Tthe loan used for: Buying or Improving a Home,#N/A,WVS6 (2010-2012),
0,ZMEN_026,The loan used for: Getting Married,#N/A,WVS6 (2010-2012),
0,ZMEN_027,The loan used for: For Household Purchases,#N/A,WVS6 (2010-2012),
0,ZMEN_028,The loan used for: For emergencies,#N/A,WVS6 (2010-2012),
0,ZMEN_029,The loan used for: Others,#N/A,WVS6 (2010-2012),
0,ZMEN_030,Formal education system provides people with skills/training they need to find employment,#N/A,WVS6 (2010-2012),
0,ZMEN_031,Formal education system provides people with skills/training they need to perform their jobs well,#N/A,WVS6 (2010-2012),
0,ZMEN_032,Formal education system provides people with skills/training they need to start a business,#N/A,WVS6 (2010-2012),
0,ZMEN_033,"If you had your preference, in which of the following would you prefer to work",#N/A,WVS6 (2010-2012),
0,ZMEN_034,How widespread do you think that corruption is within businesses in your country,#N/A,WVS6 (2010-2012),
0,ZMEN_035,How widespread do you think that corruption is within the government in your country,#N/A,WVS6 (2010-2012),
0,ZMEN_036,Level of corruption in this country respect to five years ago,#N/A,WVS6 (2010-2012),
0,ZMEN_037,The government of your country is doing enough to fight corruption,#N/A,WVS6 (2010-2012),
0,ZMEN_038,"In last 12 months, you faced with: People give a bribe/receive services",#N/A,WVS6 (2010-2012),
0,ZMEN_039,Opinion of those who start and run their own businesses,#N/A,WVS6 (2010-2012),
0,ZMEN_040,Have you actively looked for work in the past four weeks,#N/A,WVS6 (2010-2012),
0,ZMEN_041,"Employment opportunity, would you be interested and able to start working",#N/A,WVS6 (2010-2012),
0,ZMEN_042,Are you registered through your employer with the Social Security in [country],#N/A,WVS6 (2010-2012),
0,w001,Partner/spouse born in [country],EVS 2008 ,#N/A,
0,w001a,Spouse/partners country of birth - ISO 3166-1code,EVS 2008 ,#N/A,
0,w002a,Educational level partner: ISCED-code one digit,EVS 2008 ,#N/A,
0,w002b,Educational level partner: ISCED-code two digits,EVS 2008 ,#N/A,
0,w002c,Educational level partner: ISCED-code three digits,EVS 2008 ,#N/A,
0,w002d,Country specific: Education level partner,EVS 2008 ,#N/A,
0,w003,Paid employment/no paid employment spouse/partner,EVS 2008 ,#N/A,
0,w004,Employment/self-employment: last job,EVS 2008 ,#N/A,
0,w005,Job profession/industry spouse/partner (4 digit isco88),#N/A,#N/A,
0,w006a,Occupational status spouse/partner - SIOPS,EVS 2008 ,#N/A,
0,w006b,Occupational status spouse/partner - ISEI,EVS 2008 ,#N/A,
0,w006c,Occupational status spouse/partner - European ESeC,EVS 2008 ,#N/A,
0,w006d,Occupational status spouse/partner - egp11,EVS 2008 ,#N/A,
0,w007,Spouse/partner had/has how many employees,EVS 2008 ,#N/A,
0,w008,Does spouse/partner supervise someone,EVS 2008 ,#N/A,
0,w009,How many people does she/he supervise,EVS 2008 ,#N/A,
0,w010,Spouse/partner experienced unemployment longer than 3 months,EVS 2008 ,#N/A,
0,w011,Dependency on social security during last 5 years spouse/partner,EVS 2008 ,#N/A,
